Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
31-JUL-2026|IIFF01PBCN1|SURAT BERHARGA PERPETUAL BERKELANJUTAN I INDONESIA INFRASTRUCTURE FINANCE TAHAP I TAHUN 2026|PERPETUAL BONDS|IDA000170203|INDONESIA INFRASTRUCTURE FINANCE, PT|ACTIVE|IDX|01-JUL-2026|IDR|Electronic||30-JUN-2031|||8||SEMI-ANNUAL|||220000000000||220000000000||||FINANCIAL INSTITUTION|1
31-JUL-2026|IIFFPBGN|SURAT BERHARGA PERPETUAL BERWAWASAN LINGKUNGAN INDONESIA INFRASTRUCTURE FINANCE TAHUN 2023|PERPETUAL BONDS|IDA000139208|INDONESIA INFRASTRUCTURE FINANCE, PT|ACTIVE|IDX|10-JAN-2024|IDR|Electronic||09-JAN-2029|||8.25|FIXED|SEMI-ANNUAL|||335190000000||335190000000||||FINANCIAL INSTITUTION|1
31-JUL-2026|SUKBI020926355MSYNR5C08386|SUKUK BANK INDONESIA SUKBI020926355MSYNR5C08386|BANK INDONESIA SUKUK (SUKBI)|IDO000138409|BANK INDONESIA|ACTIVE|||IDR|Electronic||02-SEP-2026||||Zero/Discounted|SPECIFIC DATE|||2000000000000||||||BANK|1
31-JUL-2026|SUKBI021026175MSYNR5C49124|SUKUK BANK INDONESIA SUKBI021026175MSYNR5C49124|BANK INDONESIA SUKUK (SUKBI)|IDO000163902|BANK INDONESIA|ACTIVE|||IDR|Electronic||02-OCT-2026||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI021026273MSYNR4C84967|SUKUK BANK INDONESIA SUKBI021026273MSYNR4C84967|BANK INDONESIA SUKUK (SUKBI)|IDO000152806|BANK INDONESIA|ACTIVE|||IDR|Electronic||02-OCT-2026||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI021026364MSYNR4C795|SUKUK BANK INDONESIA SUKBI021026364MSYNR4C795|BANK INDONESIA SUKUK (SUKBI)|IDO000141700|BANK INDONESIA|ACTIVE|||IDR|Electronic||02-OCT-2026||||Zero/Discounted|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI040127269MSYNR5C62132|SUKUK BANK INDONESIA SUKBI040127269MSYNR5C62132|BANK INDONESIA SUKUK (SUKBI)|IDO000164009|BANK INDONESIA|ACTIVE|||IDR|Electronic||04-JAN-2027||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI040127367MSYNR4C87137|SUKUK BANK INDONESIA SUKBI040127367MSYNR4C87137|BANK INDONESIA SUKUK (SUKBI)|IDO000152905|BANK INDONESIA|ACTIVE|||IDR|Electronic||04-JAN-2027||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI040627364MSYNR7C25|SUKUK BANK INDONESIA SUKBI040627364MSYNR7C25|BANK INDONESIA SUKUK (SUKBI)|IDO000169701|BANK INDONESIA|ACTIVE|||IDR|Electronic||04-JUN-2027||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI041226182MSYNR6C90001|SUKUK BANK INDONESIA SUKBI041226182MSYNR6C90001|BANK INDONESIA SUKUK (SUKBI)|IDO000169503|BANK INDONESIA|ACTIVE|||IDR|Electronic||04-DEC-2026||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI041226273MSYNR5C19029|SUKUK BANK INDONESIA SUKBI041226273MSYNR5C19029|BANK INDONESIA SUKUK (SUKBI)|IDO000160205|BANK INDONESIA|ACTIVE|||IDR|Electronic||04-DEC-2026||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI041226364MSYNR5C0157|SUKUK BANK INDONESIA SUKBI041226364MSYNR5C0157|BANK INDONESIA SUKUK (SUKBI)|IDO000149901|BANK INDONESIA|ACTIVE|||IDR|Electronic||04-DEC-2026||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI050227273MSYNR6C21871|SUKUK BANK INDONESIA SUKBI050227273MSYNR6C21871|BANK INDONESIA SUKUK (SUKBI)|IDO000167200|BANK INDONESIA|ACTIVE|||IDR|Electronic||05-FEB-2027||||||||1000000000000||||||BANK|1
31-JUL-2026|SUKBI050327273MSYNR7C04586|SUKUK BANK INDONESIA SUKBI050327273MSYNR7C04586|BANK INDONESIA SUKUK (SUKBI)|IDO000169602|BANK INDONESIA|ACTIVE|||IDR|Electronic||05-MAR-2027||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI050327364MSYNR5C21482|SUKUK BANK INDONESIA SUKBI050327364MSYNR5C21482|BANK INDONESIA SUKUK (SUKBI)|IDO000160304|BANK INDONESIA|ACTIVE|||IDR|Electronic||05-MAR-2027||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI050826007MSYNR5C75|SUKUK BANK INDONESIA SUKBI050826007MSYNR5C75|BANK INDONESIA SUKUK (SUKBI)|IDO000175005|BANK INDONESIA|ACTIVE|||IDR|Electronic||05-AUG-2026||||Floating/Variable|SPECIFIC DATE|||2230000000000||||||BANK|1
31-JUL-2026|SUKBI061126182MSYNR6C11623|SUKUK BANK INDONESIA SUKBI061126182MSYNR6C11623|BANK INDONESIA SUKUK (SUKBI)|IDO000167101|BANK INDONESIA|ACTIVE|||IDR|Electronic||06-NOV-2026||||||||1000000000000||||||BANK|1
31-JUL-2026|SUKBI061126364MSYNR4C68441|SUKUK BANK INDONESIA SUKBI061126364MSYNR4C68441|BANK INDONESIA SUKUK (SUKBI)|IDO000146105|BANK INDONESIA|ACTIVE|||IDR|Electronic||06-NOV-2026||||Zero/Discounted|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI070527364MSYNR6C40002|SUKUK BANK INDONESIA SUKBI070527364MSYNR6C40002|BANK INDONESIA SUKUK (SUKBI)|IDO000167309|BANK INDONESIA|ACTIVE|||IDR|Electronic||07-MAY-2027||||||||1000000000000||||||BANK|1
31-JUL-2026|SUKBI140826280MSYNR4C64477|SUKUK BANK INDONESIA SUKBI140826280MSYNR4C64477|BANK INDONESIA SUKUK (SUKBI)|IDO000146006|BANK INDONESIA|ACTIVE|||IDR|Electronic||14-AUG-2026||||Zero/Discounted|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI141026091MSINR7C12543|SUKUK BANK INDONESIA SUKBI141026091MSINR7C12543|BANK INDONESIA SUKUK (SUKBI)|IDO000173802|BANK INDONESIA|ACTIVE|||IDR|Electronic||14-OCT-2026||||Floating/Variable|SPECIFIC DATE|||1785000000000||||||BANK|1
31-JUL-2026|SUKBI180926196MSYNR5C14667|SUKUK BANK INDONESIA SUKBI180926196MSYNR5C14667|BANK INDONESIA SUKUK (SUKBI)|IDO000160106|BANK INDONESIA|ACTIVE|||IDR|Electronic||18-SEP-2026||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI180926287MSYNR4C95075|SUKUK BANK INDONESIA SUKBI180926287MSYNR4C95075|BANK INDONESIA SUKUK (SUKBI)|IDO000149802|BANK INDONESIA|ACTIVE|||IDR|Electronic||18-SEP-2026||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI300926091MSYNR7C15|SUKUK BANK INDONESIA SUKBI300926091MSYNR7C15|BANK INDONESIA SUKUK (SUKBI)|IDO000172200|BANK INDONESIA|ACTIVE|||IDR|Electronic||30-SEP-2026||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|SUKBI310327355MSYNR5C76087|SUKUK BANK INDONESIA SUKBI310327355MSYNR5C76087|BANK INDONESIA SUKUK (SUKBI)|IDO000164108|BANK INDONESIA|ACTIVE|||IDR|Electronic||31-MAR-2027||||Floating/Variable|SPECIFIC DATE|||1000000000000||||||BANK|1
31-JUL-2026|IDFN161126364S|BANK INDONESIA FLOATING RATE NOTE IDFN161126364S|BANK INDONESIA FLOATING RATE NOTE (BI-FRN)|IDO000147400|BANK INDONESIA|ACTIVE|||IDR|Electronic||16-NOV-2026|||.77757|Floating/Variable|SPECIFIC DATE|||767000000000||||||BANK|1
31-JUL-2026|IDFN221226364S|BANK INDONESIA FLOATING RATE NOTE IDFN221226364S|BANK INDONESIA FLOATING RATE NOTE (BI-FRN)|IDO000151600|BANK INDONESIA|ACTIVE|||IDR|Electronic||22-DEC-2026|||.8|Floating/Variable|SPECIFIC DATE|||50000000000||||||BANK|1
31-JUL-2026|IDFN230227364S|BANK INDONESIA FLOATING RATE NOTE IDFN230227364S|BANK INDONESIA FLOATING RATE NOTE (BI-FRN)|IDO000158407|BANK INDONESIA|ACTIVE|||IDR|Electronic||23-FEB-2027|||1.1|Floating/Variable|SPECIFIC DATE|||200000000000||||||BANK|1
31-JUL-2026|IDFN250527364S|BANK INDONESIA FLOATING RATE NOTE IDFN250527364S|BANK INDONESIA FLOATING RATE NOTE (BI-FRN)|IDO000168406|BANK INDONESIA|ACTIVE|||IDR|Electronic||25-MAY-2027|||1.6|Floating/Variable|SPECIFIC DATE|||100000000000||||||BANK|1
31-JUL-2026|APAI02BCN1|OBLIGASI BERKELANJUTAN II ANGKASA PURA I TAHAP I TAHUN 2024 SERI B|CORPORATE BOND|IDA0001461B3|PT. ANGKASA PURA I|ACTIVE|IDX|08-JUL-2024|IDR|Electronic||05-JUL-2031|||7.3|FIXED|3 MONTHS|||50005000000|50005000000|50005000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-JUL-2026|APAI02CCN1|OBLIGASI BERKELANJUTAN II ANGKASA PURA I TAHAP I TAHUN 2024 SERI C|CORPORATE BOND|IDA0001461C1|PT. ANGKASA PURA I|ACTIVE|IDX|08-JUL-2024|IDR|Electronic||05-JUL-2034|||7.4|FIXED|3 MONTHS|||196750000000|196750000000|196750000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-JUL-2026|APIA01CCN2|OBLIGASI BERKELANJUTAN I ANGKASA PURA II TAHAP II TAHUN 2020 SERI C|CORPORATE BOND|IDA0001084C1|ANGKASA PURA II (PERSERO), PT|ACTIVE|IDX|14-AUG-2020|IDR|Electronic||13-AUG-2027|||9.1|FIXED|3 MONTHS|||1602000000000|1602000000000|1602000000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-JUL-2026|APIA01DCN2|OBLIGASI BERKELANJUTAN I ANGKASA PURA II TAHAP II TAHUN 2020 SERI D|CORPORATE BOND|IDA0001084D9|ANGKASA PURA II (PERSERO), PT|ACTIVE|IDX|14-AUG-2020|IDR|Electronic||13-AUG-2030|||9.25|FIXED|3 MONTHS|||457000000000|457000000000|457000000000|100|0|100|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1
31-JUL-2026|ARKO01AGN|OBLIGASI BERWAWASAN LINGKUNGAN I ARKORA HYDRO TAHUN 2023 SERI A|CORPORATE BOND|IDA0001350A0|ARKORA HYDRO Tbk, PT|ACTIVE|IDX|09-AUG-2023|IDR|Electronic||08-AUG-2026|||9.5|FIXED|3 MONTHS|||318060000000|318060000000|318060000000|100|0|100|ENERGY|1
31-JUL-2026|ARKO01BGN|OBLIGASI BERWAWASAN LINGKUNGAN I ARKORA HYDRO TAHUN 2023 SERI B|CORPORATE BOND|IDA0001350B8|ARKORA HYDRO Tbk, PT|ACTIVE|IDX|09-AUG-2023|IDR|Electronic||08-AUG-2028|||10|FIXED|3 MONTHS|||21835000000|21835000000|21835000000|97.71|2.29|100|ENERGY|1
31-JUL-2026|ASDF05CCN5|OBLIGASI BERKELANJUTAN V ASTRA SEDAYA FINANCE TAHAP V TAHUN 2022 SERI C|CORPORATE BOND|IDA0001274C8|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|29-AUG-2022|IDR|Electronic||26-AUG-2027|||6.5|FIXED|3 MONTHS|||7000000000|7000000000|7000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF06BCN2|OBLIGASI BERKELANJUTAN VI ASTRA SEDAYA FINANCE TAHAP II TAHUN 2023 SERI B|CORPORATE BOND|IDA0001371B4|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|27-OCT-2023|IDR|Electronic||26-OCT-2026|||6.4|FIXED|3 MONTHS|||750620000000|750620000000|750620000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF06BCN3|OBLIGASI BERKELANJUTAN VI ASTRA SEDAYA FINANCE TAHAP III TAHUN 2024 SERI B|CORPORATE BOND|IDA0001418B3|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|24-APR-2024|IDR|Electronic||23-APR-2027|||6.55|FIXED|3 MONTHS|||1181690000000|1181690000000|1181690000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF06BCN4|OBLIGASI BERKELANJUTAN VI ASTRA SEDAYA FINANCE TAHAP IV TAHUN 2024 SERI B|CORPORATE BOND|IDA0001479B5|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|03-OCT-2024|IDR|Electronic||02-OCT-2027|||6.7|FIXED|3 MONTHS|||1415805000000|1415805000000|1415805000000|99.22|0.78|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF06BCN5|OBLIGASI BERKELANJUTAN VI ASTRA SEDAYA FINANCE TAHAP V TAHUN 2025 SERI B|CORPORATE BOND|IDA0001524B8|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|17-MAR-2025|IDR|Electronic||14-MAR-2028|||6.75|FIXED|3 MONTHS|||1000000000000|1000000000000|1000000000000|98.5|1.5|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF06CCN2|OBLIGASI BERKELANJUTAN VI ASTRA SEDAYA FINANCE TAHAP II TAHUN 2023 SERI C|CORPORATE BOND|IDA0001371C2|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|27-OCT-2023|IDR|Electronic||26-OCT-2028|||6.45|FIXED|3 MONTHS|||60835000000|60835000000|60835000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF06CCN3|OBLIGASI BERKELANJUTAN VI ASTRA SEDAYA FINANCE TAHAP III TAHUN 2024 SERI C|CORPORATE BOND|IDA0001418C1|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|24-APR-2024|IDR|Electronic||23-APR-2029|||6.65|FIXED|3 MONTHS|||364725000000|364725000000|364725000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF07ACN2|OBLIGASI BERKELANJUTAN VII ASTRA SEDAYA FINANCE TAHAP II TAHUN 2025 SERI A|CORPORATE BOND|IDA0001625A5|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|27-OCT-2025|IDR|Electronic||04-NOV-2026|||5.4|FIXED|3 MONTHS|||300000000000|300000000000|300000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF07ACN3|OBLIGASI BERKELANJUTAN VII ASTRA SEDAYA FINANCE TAHAP III TAHUN 2026 SERI A|CORPORATE BOND|IDA0001684A2|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|13-APR-2026|IDR|Electronic||20-APR-2027|||5.1|Fixed|3 MONTHS|||810675000000|810675000000|810675000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF07BCN1|OBLIGASI BERKELANJUTAN VII ASTRA SEDAYA FINANCE TAHAP I TAHUN 2025 SERI B|CORPORATE BOND|IDA0001598B2|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|07-JUL-2025|IDR|Electronic||04-JUL-2028|||6.55|FIXED|3 MONTHS|||510020000000|510020000000|510020000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF07BCN2|OBLIGASI BERKELANJUTAN VII ASTRA SEDAYA FINANCE TAHAP II TAHUN 2025 SERI B|CORPORATE BOND|IDA0001625B3|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|27-OCT-2025|IDR|Electronic||24-OCT-2028|||5.65|FIXED|3 MONTHS|||1100000000000|1100000000000|1100000000000|90.91|9.09|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF07BCN3|OBLIGASI BERKELANJUTAN VII ASTRA SEDAYA FINANCE TAHAP III TAHUN 2026 SERI B|CORPORATE BOND|IDA0001684B0|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|13-APR-2026|IDR|Electronic||10-APR-2029|||5.95|Fixed|3 MONTHS|||220260000000|220260000000|220260000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|ASDF07CCN2|OBLIGASI BERKELANJUTAN VII ASTRA SEDAYA FINANCE TAHAP II TAHUN 2025 SERI C|CORPORATE BOND|IDA0001625C1|ASTRA SEDAYA FINANCE, PT|ACTIVE|IDX|27-OCT-2025|IDR|Electronic||24-OCT-2030|||5.9|FIXED|3 MONTHS|||600000000000|600000000000|600000000000|95.83|4.17|100|FINANCIAL INSTITUTION|1
31-JUL-2026|BAFI02CN4|OBLIGASI BERKELANJUTAN II BUSSAN AUTO FINANCE TAHAP IV TAHUN 2023|CORPORATE BOND|IDA000135404|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|11-SEP-2023|IDR|Electronic||08-SEP-2026|||6.5|FIXED|3 MONTHS|||458000000000|458000000000|458000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|BAFI03ACN4|OBLIGASI BERKELANJUTAN III BUSSAN AUTO FINANCE TAHAP IV TAHUN 2025 SERI A|CORPORATE BOND|IDA0001632A1|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|20-NOV-2025|IDR|Electronic||29-NOV-2026|||5|FIXED|3 MONTHS|||100000000000|100000000000|100000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|BAFI03BCN1|OBLIGASI BERKELANJUTAN III BUSSAN AUTO FINANCE TAHAP I TAHUN 2024 SERI B|CORPORATE BOND|IDA0001449B8|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|08-JUL-2024|IDR|Electronic||05-JUL-2027|||7.15|FIXED|3 MONTHS|||184260000000|184260000000|184260000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|BAFI03BCN2|OBLIGASI BERKELANJUTAN III BUSSAN AUTO FINANCE TAHAP II TAHUN 2024 SERI B|CORPORATE BOND|IDA0001493B6|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|28-NOV-2024|IDR|Electronic||26-NOV-2027|||6.65|FIXED|3 MONTHS|||156005000000|156005000000|156005000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|BAFI03BCN3|OBLIGASI BERKELANJUTAN III BUSSAN AUTO FINANCE TAHAP III TAHUN 2025 SERI B|CORPORATE BOND|IDA0001541B2|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|02-JUN-2025|IDR|Electronic||28-MAY-2028|||7|FIXED|3 MONTHS|||960000000000|960000000000|960000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|BAFI03BCN4|OBLIGASI BERKELANJUTAN III BUSSAN AUTO FINANCE TAHAP IV TAHUN 2025 SERI B|CORPORATE BOND|IDA0001632B9|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|20-NOV-2025|IDR|Electronic||19-NOV-2028|||5.65|FIXED|3 MONTHS|||900000000000|900000000000|900000000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|BAFI04ACN1|OBLIGASI BERKELANJUTAN IV BUSSAN AUTO FINANCE TAHAP I TAHUN 2026 SERI A|CORPORATE BOND|IDA0001709A7|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|09-JUL-2026|IDR|Electronic||18-JUL-2027|||7.4|FIXED|3 MONTHS|||363590000000|363590000000|363590000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|BAFI04BCN1|OBLIGASI BERKELANJUTAN IV BUSSAN AUTO FINANCE TAHAP I TAHUN 2026 SERI B|CORPORATE BOND|IDA0001709B5|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|09-JUL-2026|IDR|Electronic||08-JUL-2029|||7.5||3 MONTHS|||3255000000|3255000000|3255000000|100|0|100|FINANCIAL INSTITUTION|1
31-JUL-2026|BBCA01BSBCN1|OBL SUB BKLJT I BANK CENTRAL ASIA THP I TH18 SR B|CORPORATE BOND|IDA0000918B3|BANK CENTRAL ASIA Tbk, PT|ACTIVE|IDX|06-JUL-2018|IDR|Electronic||05-JUL-2030|||8|FIXED|3 MONTHS|||65000000000|65000000000|65000000000|100|0|100|BANK|1
31-JUL-2026|BBIA02SBCN2|OBLIGASI SUBORDINASI BERKELANJUTAN II BANK UOB INDONESIA TAHAP II TAHUN 2019|CORPORATE BOND|IDA000102305|BANK UOB INDONESIA, PT|ACTIVE|IDX|14-NOV-2019|IDR|Electronic||13-NOV-2026|||9.25|FIXED|3 MONTHS|||650000000000|650000000000|650000000000|100|0|100|BANK|1
31-JUL-2026|BBIA03SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN III BANK UOB INDONESIA TAHAP I TAHUN 2022|CORPORATE BOND|IDA000121800|BANK UOB INDONESIA, PT|ACTIVE|IDX|09-MAR-2022|IDR|Electronic||08-MAR-2029|||8|FIXED|3 MONTHS|||100000000000|100000000000|100000000000|100|0|100|BANK|1
31-JUL-2026|BBIA04SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN IV BANK UOB INDONESIA TAHAP I TAHUN 2024|CORPORATE BOND|IDA000143804|BANK UOB INDONESIA, PT|ACTIVE|IDX|27-JUN-2024|IDR|Electronic||26-JUN-2031|||7.5|FIXED|3 MONTHS|||100000000000|100000000000|100000000000|98|2|100|BANK|1
31-JUL-2026|BBIA04SBCN2|OBLIGASI SUBORDINASI BERKELANJUTAN IV BANK UOB INDONESIA TAHAP II TAHUN 2026|CORPORATE BOND|IDA000165203|BANK UOB INDONESIA, PT|ACTIVE|IDX|12-JAN-2026|IDR|Electronic||09-JAN-2033|||6.5|FIXED|3 MONTHS|||500000000000|500000000000|500000000000|100|0|100|BANK|1
31-JUL-2026|BBIA05CN1|OBLIGASI BERKELANJUTAN V BANK UOB INDONESIA TAHAP I TAHUN 2026|CORPORATE BOND|IDA000171508|BANK UOB INDONESIA, PT|ACTIVE|IDX|08-JUL-2026|IDR|Electronic||17-JUL-2027|||7.4||3 MONTHS|||100000000000|100000000000|100000000000|100|0|100|BANK|1
31-JUL-2026|BBIA05SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN V BANK UOB INDONESIA TAHAP I TAHUN 2026|CORPORATE BOND|IDA000171607|BANK UOB INDONESIA, PT|ACTIVE|IDX|08-JUL-2026|IDR|Electronic||07-JUL-2033|||7.75||3 MONTHS|||100000000000|100000000000|100000000000|0|100|100|BANK|1
31-JUL-2026|BBKP02ACN2|OBLIGASI BERKELANJUTAN II KB BANK TAHAP II TAHUN 2025 SERI A|CORPORATE BOND|IDA0001605A7|BANK KB INDONESIA Tbk, PT|ACTIVE|IDX|01-SEP-2025|IDR|Electronic||09-SEP-2026|||6.45||3 MONTHS|||800000000000|800000000000|800000000000|100|0|100|BANK|1
31-JUL-2026|BBKP02BCN2|OBLIGASI BERKELANJUTAN II KB BANK TAHAP II TAHUN 2025 SERI B|CORPORATE BOND|IDA0001605B5|BANK KB INDONESIA Tbk, PT|ACTIVE|IDX|01-SEP-2025|IDR|Electronic||29-AUG-2028|||6.8||3 MONTHS|||1333500000000|1333500000000|1333500000000|100|0|100|BANK|1
31-JUL-2026|BBKP02CCN2|OBLIGASI BERKELANJUTAN II KB BANK TAHAP II TAHUN 2025 SERI C|CORPORATE BOND|IDA0001605C3|BANK KB INDONESIA Tbk, PT|ACTIVE|IDX|01-SEP-2025|IDR|Electronic||29-AUG-2030|||6.85||3 MONTHS|||20000000000|20000000000|20000000000|100|0|100|BANK|1
31-JUL-2026|BBKP02CN1|OBLIGASI BERKELANJUTAN II KB BANK TAHAP I TAHUN 2025|CORPORATE BOND|IDA000159602|BANK KB INDONESIA Tbk, PT|ACTIVE|IDX|07-JUL-2025|IDR|Electronic||04-JUL-2028|||6.8|FIXED|3 MONTHS|||136010000000|136010000000|136010000000|100|0|100|BANK|1
31-JUL-2026|BBKP03ASBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN III BANK KB BUKOPIN TAHAP I TAHUN 2021 SERI A|CORPORATE BOND|IDA0001176A9|BANK KB INDONESIA Tbk, PT|ACTIVE|IDX|10-SEP-2021|IDR|Electronic||09-SEP-2026|||8|FIXED|3 MONTHS|||315000000000|315000000000|315000000000|100|0|100|BANK|1
31-JUL-2026|BBKP03BSBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN III BANK KB BUKOPIN TAHAP I TAHUN 2021 SERI B|CORPORATE BOND|IDA0001176B7|BANK KB INDONESIA Tbk, PT|ACTIVE|IDX|10-SEP-2021|IDR|Electronic||09-SEP-2028|||8.9|FIXED|3 MONTHS|||685000000000|685000000000|685000000000|100|0|100|BANK|1
31-JUL-2026|BBKP04ASBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN IV KB BANK TAHAP I TAHUN 2025 SERI A|CORPORATE BOND|IDA0001597A6|BANK KB INDONESIA Tbk, PT|ACTIVE|IDX|07-JUL-2025|IDR|Electronic||04-JUL-2030|||7.25|FIXED|3 MONTHS|||50000000000|50000000000|50000000000|100|0|100|BANK|1
31-JUL-2026|BBKP04BSBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN IV KB BANK TAHAP I TAHUN 2025 SERI B|CORPORATE BOND|IDA0001597B4|BANK KB INDONESIA Tbk, PT|ACTIVE|IDX|07-JUL-2025|IDR|Electronic||04-JUL-2032|||7.7|FIXED|3 MONTHS|||198000000000|198000000000|198000000000|100|0|100|BANK|1
31-JUL-2026|BBNI01ASLCN1|OBLIGASI BERLANDASKAN KEBERLANJUTAN BERKELANJUTAN I BANK BNI TAHAP I TAHUN 2025 SERI A|CORPORATE BOND|IDA0001564A6|BANK NEGARA INDONESIA (PERSERO) Tbk, PT|ACTIVE|IDX|07-JUL-2025|IDR|Electronic||04-JUL-2028|||6.6|FIXED|3 MONTHS|||3500000000000|3500000000000|3500000000000|97.57|2.43|100|BANK|1
31-JUL-2026|BBNI01BGN|OBLIGASI BERWAWASAN LINGKUNGAN (GREEN BOND) I PT BANK NEGARA INDONESIA (PERSERO) TBK THN 2022 SERI B|CORPORATE BOND|IDA0001244B3|BANK NEGARA INDONESIA (PERSERO) Tbk, PT|ACTIVE|IDX|22-JUN-2022|IDR|Electronic||21-JUN-2027|||6.85|FIXED|3 MONTHS|||1000000000000|1000000000000|1000000000000|99.73|0.27|100|BANK|1
31-JUL-2026|BBNI01BSLCN1|OBLIGASI BERLANDASKAN KEBERLANJUTAN BERKELANJUTAN I BANK BNI TAHAP I TAHUN 2025 SERI B|CORPORATE BOND|IDA0001564B4|BANK NEGARA INDONESIA (PERSERO) Tbk, PT|ACTIVE|IDX|07-JUL-2025|IDR|Electronic||04-JUL-2030|||6.65|FIXED|3 MONTHS|||1500000000000|1500000000000|1500000000000|100|0|100|BANK|1
